,Player,Age,Pos,Date,Tm,@,Opp,WL,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB
15818,Malcolm Brogdon,24-087,G,3/8/17,MIL,,NYK,W,1,22,1,8,0.125,1,5,0.2,0,3,0,2,2,1,1,0,1
15819,Malcolm Brogdon,24-001,G,12/12/16,MIL,@,TOR,L,0,23,1,6,0.167,1,4,0.25,0,2,0,2,2,1,1,1,2
15820,Malcolm Brogdon,24-047,G,1/27/17,MIL,@,TOR,L,0,25,2,5,0.4,2,5,0.4,0,0,,0,0,,0,2,2
15821,Malcolm Brogdon,24-041,G,1/21/17,MIL,@,MIA,L,0,30,1,10,0.1,1,8,0.125,0,2,0,2,2,1,0,2,2
15822,Malcolm Brogdon,23-341,G,11/16/16,MIL,@,ATL,L,0,21,2,6,0.333,2,4,0.5,0,2,0,0,0,,0,2,2
15823,Aaron Brooks,31-314,G,11/23/16,IND,,ATL,L,0,6,2,3,0.667,2,3,0.667,0,0,,0,0,,0,0,0
15824,Aaron Brooks,31-298,G,11/7/16,IND,@,CHO,L,0,21,1,7,0.143,1,4,0.25,0,3,0,2,2,1,0,2,2
15825,Aaron Brooks,31-341,G,12/20/16,IND,@,NYK,L,0,11,2,4,0.5,2,2,1,0,2,0,0,0,,0,0,0
15826,Aaron Brooks,31-309,G,11/18/16,IND,,PHO,L,0,12,2,6,0.333,2,5,0.4,0,1,0,0,0,,0,3,3
15827,Aaron Brooks,31-355,G,1/3/17,IND,@,DET,W,0,15,1,2,0.5,0,1,0,1,1,1,1,2,0.5,0,0,0
15828,Aaron Brooks,31-335,G,12/14/16,IND,@,MIA,L,0,17,2,7,0.286,2,6,0.333,0,1,0,0,0,,0,0,0
15829,Aaron Brooks,32-032,G,2/15/17,IND,@,CLE,L,0,8,1,3,0.333,0,1,0,1,2,0.5,1,1,1,1,0,1
15830,Jaylen Brown,20-098,F,1/30/17,BOS,,DET,W,1,18,2,6,0.333,2,4,0.5,0,2,0,0,0,,0,3,3
15831,Jaylen Brown,20-013,F,11/6/16,BOS,,DEN,L,1,21,1,7,0.143,1,4,0.25,0,3,0,2,2,1,2,1,3
15832,Jaylen Brown,20-059,F,12/22/16,BOS,@,IND,W,0,18,2,7,0.286,2,7,0.286,0,0,,0,0,,2,0,2
15833,Jaylen Brown,20-040,F,12/3/16,BOS,@,PHI,W,0,15,1,2,0.5,1,2,0.5,0,0,,2,2,1,0,2,2
15834,Jaylen Brown,20-023,F,11/16/16,BOS,,DAL,W,0,12,2,3,0.667,2,3,0.667,0,0,,0,0,,1,2,3
15835,Reggie Bullock,25-305,G-F,1/15/17,DET,@,LAL,W,1,29,2,6,0.333,2,4,0.5,0,2,0,0,1,0,0,1,1
15836,Trey Burke,24-084,G,2/4/17,WAS,,NOP,W,0,10,2,4,0.5,2,3,0.667,0,1,0,0,0,,0,1,1
15837,Trey Burke,23-359,G,11/5/16,WAS,@,ORL,L,0,16,2,5,0.4,2,5,0.4,0,0,,0,0,,0,0,0
15838,Trey Burke,24-065,G,1/16/17,WAS,,POR,W,0,20,2,8,0.25,2,6,0.333,0,2,0,0,0,,0,1,1
15839,Trey Burke,24-080,G,1/31/17,WAS,,NYK,W,0,19,2,6,0.333,2,5,0.4,0,1,0,0,0,,0,4,4
15840,Trey Burke,24-063,G,1/14/17,WAS,,PHI,W,0,18,2,5,0.4,2,3,0.667,0,2,0,0,0,,0,3,3
15841,Trey Burke,24-030,G,12/12/16,WAS,@,MIA,L,0,14,1,5,0.2,1,4,0.25,0,1,0,2,2,1,0,1,1
15842,Alec Burks,25-221,G,2/26/17,UTA,@,WAS,W,0,10,2,4,0.5,2,3,0.667,0,1,0,0,0,,0,1,1
15843,Alec Burks,25-171,G,1/7/17,UTA,@,MIN,W,0,7,2,3,0.667,2,3,0.667,0,0,,0,1,0,0,0,0
15844,Alec Burks,25-169,G,1/5/17,UTA,@,TOR,L,0,4,1,1,1,1,1,1,0,0,,2,3,0.667,0,1,1
15845,Kentavious Caldwell-Pope,23-352,G,2/4/17,DET,@,IND,L,1,32,2,9,0.222,2,6,0.333,0,3,0,0,0,,1,1,2
15846,Kentavious Caldwell-Pope,23-275,G,11/19/16,DET,,BOS,L,1,28,1,7,0.143,0,5,0,1,2,0.5,1,2,0.5,3,2,5
15847,Kentavious Caldwell-Pope,23-251,G,10/26/16,DET,@,TOR,L,1,39,2,9,0.222,2,6,0.333,0,3,0,0,0,,0,0,0
15848,Isaiah Canaan,25-165,G,11/2/16,CHI,@,BOS,L,0,19,1,4,0.25,0,1,0,1,3,0.333,1,2,0.5,0,0,0
15849,Isaiah Canaan,25-167,G,11/4/16,CHI,,NYK,L,0,14,2,5,0.4,2,3,0.667,0,2,0,0,0,,0,1,1
15850,Clint Capela,22-165,F-C,10/30/16,HOU,,DAL,W,1,26,2,7,0.286,2,7,0.286,0,0,,0,4,0,1,9,10
15851,Clint Capela,22-163,F-C,10/28/16,HOU,@,DAL,W,1,25,2,5,0.4,2,5,0.4,0,0,,0,0,,2,7,9
15852,DeMarre Carroll,30-102,F,11/6/16,TOR,,SAC,L,1,22,1,8,0.125,1,3,0.333,0,5,0,2,2,1,2,6,8
15853,DeMarre Carroll,30-142,F,12/16/16,TOR,,ATL,L,1,23,0,4,0,0,1,0,0,3,0,4,5,0.8,0,0,0
15854,DeMarre Carroll,30-202,F,2/14/17,TOR,@,CHI,L,1,40,1,4,0.25,1,1,1,0,3,0,2,2,1,0,5,5
15855,DeMarre Carroll,30-220,F,3/4/17,TOR,@,MIL,L,1,19,2,7,0.286,2,3,0.667,0,4,0,0,0,,2,4,6
15856,Vince Carter,40-054,G-F,3/21/17,MEM,@,NOP,L,1,34,2,9,0.222,2,3,0.667,0,6,0,0,0,,0,2,2
15857,Vince Carter,39-298,G-F,11/19/16,MEM,,MIN,W,0,26,0,7,0,0,2,0,0,5,0,4,5,0.8,2,3,5
15858,Vince Carter,39-338,G-F,12/29/16,MEM,,OKC,W,0,22,1,3,0.333,0,1,0,1,2,0.5,1,2,0.5,0,2,2
15859,Vince Carter,40-044,G-F,3/11/17,MEM,,ATL,L,0,21,1,5,0.2,1,2,0.5,0,3,0,2,2,1,0,2,2
15860,Vince Carter,40-042,G-F,3/9/17,MEM,,LAC,L,0,24,2,6,0.333,2,5,0.4,0,1,0,0,0,,0,2,2
15861,Michael Carter-Williams,25-129,G,2/16/17,CHI,,BOS,W,1,22,1,6,0.167,1,4,0.25,0,2,0,2,2,1,1,5,6
15862,Michael Carter-Williams,25-082,G,12/31/16,CHI,,MIL,L,1,25,1,6,0.167,0,2,0,1,4,0.25,1,2,0.5,0,1,1
15863,Michael Carter-Williams,25-123,G,2/10/17,CHI,@,PHO,L,0,8,2,3,0.667,2,3,0.667,0,0,,0,0,,0,0,0
15864,Michael Carter-Williams,25-151,G,3/10/17,CHI,,HOU,L,0,19,2,7,0.286,2,5,0.4,0,2,0,0,0,,1,1,2
15865,Michael Carter-Williams,25-079,G,12/28/16,CHI,,BRK,W,0,15,1,6,0.167,1,4,0.25,0,2,0,2,2,1,1,5,6
15866,Omri Casspi,28-126,F,10/26/16,SAC,@,PHO,W,0,9,2,2,1,2,2,1,0,0,,0,0,,1,2,3
15867,Omri Casspi,28-202,F,1/10/17,SAC,,DET,W,0,18,1,3,0.333,1,3,0.333,0,0,,2,4,0.5,2,8,10
15868,Willie Cauley-Stein,23-085,F-C,11/11/16,SAC,@,POR,L,0,8,2,2,1,2,2,1,0,0,,0,0,,2,0,2
15869,Willie Cauley-Stein,23-122,F-C,12/18/16,SAC,@,DAL,L,0,14,2,4,0.5,2,4,0.5,0,0,,0,2,0,1,5,6
15870,Willie Cauley-Stein,23-212,F-C,3/18/17,SAC,@,OKC,L,1,26,1,4,0.25,1,4,0.25,0,0,,2,2,1,1,2,3
15871,Willie Cauley-Stein,23-172,F-C,2/6/17,SAC,,CHI,L,0,7,2,2,1,2,2,1,0,0,,0,1,0,0,2,2
15872,Willie Cauley-Stein,23-077,F-C,11/3/16,SAC,@,ORL,L,0,25,2,5,0.4,2,5,0.4,0,0,,0,0,,0,1,1
15873,Willie Cauley-Stein,23-092,F-C,11/18/16,SAC,,LAC,L,0,8,2,5,0.4,2,5,0.4,0,0,,0,0,,1,0,1
15874,Willie Cauley-Stein,23-114,F-C,12/10/16,SAC,@,UTA,L,0,12,2,5,0.4,2,4,0.5,0,1,0,0,0,,1,1,2
15875,Willie Cauley-Stein,23-169,F-C,2/3/17,SAC,,PHO,L,0,14,2,4,0.5,2,4,0.5,0,0,,0,0,,1,3,4
15876,Willie Cauley-Stein,23-072,F-C,10/29/16,SAC,,MIN,W,0,8,2,3,0.667,2,3,0.667,0,0,,0,0,,0,0,0
15877,Tyson Chandler,34-074,C,12/15/16,PHO,,SAS,L,1,26,2,5,0.4,2,5,0.4,0,0,,0,0,,3,5,8
15878,Tyson Chandler,34-087,C,12/28/16,PHO,@,SAS,L,1,25,2,3,0.667,2,3,0.667,0,0,,0,0,,0,7,7
15879,Tyson Chandler,34-068,C,12/9/16,PHO,@,LAL,W,1,23,1,3,0.333,1,3,0.333,0,0,,2,4,0.5,1,9,10
15880,Tyson Chandler,34-134,C,2/13/17,PHO,,NOP,L,1,28,1,3,0.333,1,3,0.333,0,0,,2,2,1,1,7,8
15881,Tyson Chandler,34-116,C,1/26/17,PHO,@,DEN,L,1,23,2,2,1,2,2,1,0,0,,0,0,,1,4,5
15882,Tyson Chandler,34-029,C,10/31/16,PHO,@,LAC,L,1,18,1,2,0.5,1,2,0.5,0,0,,2,2,1,2,5,7
15883,Wilson Chandler,29-267,F,2/1/17,DEN,,MEM,L,0,25,2,6,0.333,2,5,0.4,0,1,0,0,1,0,0,3,3
15884,Marquese Chriss,19-210,F,1/28/17,PHO,,DEN,L,1,17,2,4,0.5,2,3,0.667,0,1,0,0,2,0,0,3,3
15885,Marquese Chriss,19-221,F,2/8/17,PHO,@,MEM,L,1,23,1,5,0.2,0,2,0,1,3,0.333,1,2,0.5,1,2,3
15886,Marquese Chriss,19-204,F,1/22/17,PHO,@,TOR,W,1,17,2,7,0.286,2,3,0.667,0,4,0,0,0,,0,1,1
15887,Marquese Chriss,19-134,F,11/13/16,PHO,@,GSW,L,1,16,2,4,0.5,2,3,0.667,0,1,0,0,0,,1,5,6
15888,Marquese Chriss,19-182,F,12/31/16,PHO,@,UTA,L,1,22,2,7,0.286,2,6,0.333,0,1,0,0,0,,1,1,2
15889,Rakeem Christmas,25-085,F,2/24/17,IND,,MEM,W,0,14,2,3,0.667,2,3,0.667,0,0,,0,0,,2,3,5
15890,Rakeem Christmas,25-086,F,2/25/17,IND,@,MIA,L,0,16,1,3,0.333,1,3,0.333,0,0,,2,2,1,4,3,7
15891,Semaj Christon,24-064,G,1/4/17,OKC,@,CHO,L,0,15,2,3,0.667,2,3,0.667,0,0,,0,0,,0,3,3
15892,Semaj Christon,23-360,G,10/26/16,OKC,@,PHI,W,0,15,2,5,0.4,2,4,0.5,0,1,0,0,0,,0,1,1
15893,Semaj Christon,24-042,G,12/13/16,OKC,@,POR,L,0,27,1,6,0.167,1,4,0.25,0,2,0,2,4,0.5,0,1,1
15894,Semaj Christon,24-104,G,2/13/17,OKC,@,WAS,L,0,11,2,5,0.4,2,5,0.4,0,0,,0,2,0,1,1,2
15895,Semaj Christon,24-052,G,12/23/16,OKC,@,BOS,W,0,21,2,5,0.4,2,2,1,0,3,0,0,0,,0,2,2
15896,Semaj Christon,24-002,G,11/3/16,OKC,@,GSW,L,0,19,2,6,0.333,2,4,0.5,0,2,0,0,0,,1,2,3
15897,Ian Clark,25-269,G,12/1/16,GSW,,HOU,L,0,12,2,6,0.333,2,4,0.5,0,2,0,0,0,,1,0,1
15898,Ian Clark,25-247,G,11/9/16,GSW,,DAL,W,0,12,2,5,0.4,2,3,0.667,0,2,0,0,0,,0,1,1
15899,Ian Clark,25-293,G,12/25/16,GSW,@,CLE,L,0,9,2,3,0.667,2,3,0.667,0,0,,0,0,,0,0,0
15900,Ian Clark,25-307,G,1/8/17,GSW,@,SAC,W,0,10,1,5,0.2,1,3,0.333,0,2,0,2,2,1,0,0,0
15901,Ian Clark,25-307,G,1/8/17,GSW,@,SAC,W,0,10,1,5,0.2,1,3,0.333,0,2,0,2,2,1,0,0,0
15902,Ian Clark,25-251,G,11/13/16,GSW,,PHO,W,0,5,2,2,1,2,2,1,0,0,,0,0,,0,0,0
15903,Jordan Clarkson,24-143,G,10/28/16,LAL,@,UTA,L,0,25,2,9,0.222,2,6,0.333,0,3,0,0,0,,0,2,2
15904,Jordan Clarkson,24-198,G,12/22/16,LAL,@,MIA,L,0,25,2,10,0.2,2,7,0.286,0,3,0,0,0,,0,2,2
15905,Jordan Clarkson,24-213,G,1/6/17,LAL,,MIA,W,0,10,2,4,0.5,2,3,0.667,0,1,0,0,0,,0,0,0
15906,Norris Cole,28-158,G,3/20/17,OKC,,GSW,L,0,3,2,2,1,2,2,1,0,0,,0,0,,0,0,0
15907,Norris Cole,28-143,G,3/5/17,OKC,@,DAL,L,0,24,2,7,0.286,2,4,0.5,0,3,0,0,0,,0,3,3
15908,Darren Collison,29-150,G,1/20/17,SAC,@,MEM,L,1,27,2,7,0.286,2,4,0.5,0,3,0,0,0,,0,3,3
15909,Quinn Cook,23-347,G,3/5/17,DAL,,OKC,W,0,14,2,4,0.5,2,4,0.5,0,0,,0,2,0,0,1,1
15910,Robert Covington,25-338,F,11/16/16,PHI,,WAS,W,1,23,1,7,0.143,1,2,0.5,0,5,0,2,4,0.5,1,6,7
15911,Robert Covington,25-327,F,11/5/16,PHI,,CLE,L,1,30,1,10,0.1,0,1,0,1,9,0.111,1,2,0.5,0,8,8
15912,Robert Covington,25-339,F,11/17/16,PHI,@,MIN,L,1,28,1,12,0.083,1,5,0.2,0,7,0,2,2,1,1,2,3
15913,Allen Crabbe,24-218,G-F,11/13/16,POR,,DEN,W,0,31,2,8,0.25,2,5,0.4,0,3,0,0,0,,0,2,2
15914,Allen Crabbe,24-339,G-F,3/14/17,POR,@,NOP,L,0,25,1,8,0.125,0,2,0,1,6,0.167,1,2,0.5,0,2,2
15915,Allen Crabbe,24-230,G-F,11/25/16,POR,,NOP,W,0,18,2,6,0.333,2,3,0.667,0,3,0,0,0,,0,1,1
15916,Allen Crabbe,24-320,G-F,2/23/17,POR,@,ORL,W,0,25,2,3,0.667,2,3,0.667,0,0,,0,0,,0,1,1
15917,Allen Crabbe,24-209,G-F,11/4/16,POR,@,DAL,W,0,33,2,9,0.222,2,4,0.5,0,5,0,0,0,,0,6,6
15918,Allen Crabbe,24-286,G-F,1/20/17,POR,@,PHI,L,0,25,1,3,0.333,1,3,0.333,0,0,,2,2,1,0,1,1
15919,Allen Crabbe,24-304,G-F,2/7/17,POR,@,DAL,W,0,22,1,6,0.167,1,2,0.5,0,4,0,2,2,1,0,0,0
15920,Jamal Crawford,36-343,G,2/26/17,LAC,,CHO,W,0,16,1,5,0.2,1,2,0.5,0,3,0,2,2,1,0,1,1
15921,Jae Crowder,26-138,F,11/21/16,BOS,@,MIN,W,1,24,2,6,0.333,2,3,0.667,0,3,0,0,0,,1,4,5
15922,Jae Crowder,26-217,F,2/8/17,BOS,@,SAC,L,1,32,0,6,0,0,2,0,0,4,0,4,4,1,0,2,2
15923,Dante Cunningham,29-318,F,3/6/17,NOP,@,UTA,L,0,26,2,6,0.333,2,2,1,0,4,0,0,0,,2,3,5
15924,Dante Cunningham,29-292,F,2/8/17,NOP,,UTA,L,0,24,2,4,0.5,2,3,0.667,0,1,0,0,0,,0,4,4
15925,Dante Cunningham,29-193,F,11/1/16,NOP,,MIL,L,1,38,1,9,0.111,0,5,0,1,4,0.25,1,2,0.5,1,4,5
15926,Dante Cunningham,29-210,F,11/18/16,NOP,,POR,W,1,25,2,4,0.5,2,2,1,0,2,0,0,0,,0,3,3
15927,Dante Cunningham,29-265,F,1/12/17,NOP,@,BRK,W,0,22,2,6,0.333,2,3,0.667,0,3,0,0,0,,2,3,5
15928,Dante Cunningham,29-280,F,1/27/17,NOP,,SAS,W,1,29,2,4,0.5,2,2,1,0,2,0,0,0,,0,2,2
15929,Seth Curry,26-108,G,12/9/16,DAL,,IND,W,0,25,2,8,0.25,2,5,0.4,0,3,0,0,1,0,0,0,0
15930,Seth Curry,26-168,G,2/7/17,DAL,,POR,L,1,27,1,1,1,1,1,1,0,0,,2,2,1,0,0,0
15931,Troy Daniels,25-106,G,10/29/16,MEM,@,NYK,L,0,12,1,5,0.2,1,2,0.5,0,3,0,2,2,1,0,0,0
15932,Deyonta Davis,19-365,F-C,12/1/16,MEM,,ORL,W,0,14,1,2,0.5,1,2,0.5,0,0,,2,2,1,1,1,2
15933,Deyonta Davis,19-362,F-C,11/28/16,MEM,,CHO,L,0,14,2,4,0.5,2,4,0.5,0,0,,0,0,,1,2,3
15934,Deyonta Davis,19-359,F-C,11/25/16,MEM,,MIA,L,0,15,2,3,0.667,2,3,0.667,0,0,,0,0,,3,2,5
15935,Ed Davis,27-208,F,12/30/16,POR,@,SAS,L,0,13,2,2,1,2,2,1,0,0,,0,0,,0,1,1
15936,Ed Davis,27-171,F,11/23/16,POR,@,CLE,L,1,18,1,4,0.25,1,4,0.25,0,0,,2,2,1,1,2,3
15937,Ed Davis,27-201,F,12/23/16,POR,,SAS,L,0,7,2,2,1,2,2,1,0,0,,0,0,,1,1,2
15938,Ed Davis,27-222,F,1/13/17,POR,,ORL,L,0,16,2,2,1,2,2,1,0,0,,0,0,,0,4,4
15939,Ed Davis,27-220,F,1/11/17,POR,,CLE,W,0,16,2,3,0.667,2,3,0.667,0,0,,0,0,,1,5,6
15940,Ed Davis,27-181,F,12/3/16,POR,,MIA,W,1,26,2,5,0.4,2,5,0.4,0,0,,0,0,,5,1,6
15941,Ed Davis,27-146,F,10/29/16,POR,@,DEN,W,0,13,2,2,1,2,2,1,0,0,,0,0,,0,2,2
15942,Dewayne Dedmon,27-213,C,3/13/17,SAS,,ATL,W,1,22,2,2,1,2,2,1,0,0,,0,0,,0,8,8
15943,Dewayne Dedmon,27-196,C,2/24/17,SAS,@,LAC,W,1,24,2,3,0.667,2,3,0.667,0,0,,0,0,,2,10,12
15944,Dewayne Dedmon,27-085,C,11/5/16,SAS,,LAC,L,0,19,2,4,0.5,2,4,0.5,0,0,,0,0,,0,3,3
15945,Dewayne Dedmon,27-132,C,12/22/16,SAS,@,LAC,L,0,15,1,3,0.333,1,3,0.333,0,0,,2,2,1,1,5,6
15946,Dewayne Dedmon,27-203,C,3/3/17,SAS,@,NOP,W,1,16,2,3,0.667,2,3,0.667,0,0,,0,0,,1,4,5
15947,Dewayne Dedmon,27-201,C,3/1/17,SAS,,IND,W,1,16,1,1,1,1,1,1,0,0,,2,2,1,1,2,3
15948,Dewayne Dedmon,27-215,C,3/15/17,SAS,,POR,L,1,20,2,2,1,2,2,1,0,0,,0,0,,1,4,5
15949,Sam Dekker,22-192,F,11/14/16,HOU,,PHI,W,0,27,2,4,0.5,2,3,0.667,0,1,0,0,2,0,4,3,7
15950,Sam Dekker,22-308,F,3/10/17,HOU,@,CHI,W,0,18,1,4,0.25,1,3,0.333,0,1,0,2,4,0.5,1,5,6
15951,Sam Dekker,22-173,F,10/26/16,HOU,@,LAL,L,0,14,2,3,0.667,2,2,1,0,1,0,0,0,,0,1,1
15952,Sam Dekker,22-205,F,11/27/16,HOU,@,POR,W,0,18,2,5,0.4,2,2,1,0,3,0,0,0,,0,2,2
15953,Sam Dekker,22-262,F,1/23/17,HOU,@,MIL,L,0,16,2,7,0.286,2,4,0.5,0,3,0,0,0,,0,1,1
15954,Sam Dekker,22-279,F,2/9/17,HOU,@,CHO,W,0,20,2,7,0.286,2,4,0.5,0,3,0,0,0,,1,1,2
15955,Malcolm Delaney,27-302,G,1/7/17,ATL,@,DAL,W,0,25,2,6,0.333,2,6,0.333,0,0,,0,0,,0,3,3
15956,Malcolm Delaney,27-334,G,2/8/17,ATL,,DEN,W,0,25,2,8,0.25,2,6,0.333,0,2,0,0,0,,1,4,5
15957,Malcolm Delaney,27-357,G,3/3/17,ATL,,CLE,L,0,7,2,3,0.667,2,2,1,0,1,0,0,0,,0,1,1
15958,Malcolm Delaney,27-252,G,11/18/16,ATL,@,CHO,L,0,17,2,8,0.25,2,5,0.4,0,3,0,0,0,,0,1,1
15959,Malcolm Delaney,27-281,G,12/17/16,ATL,,CHO,L,0,13,2,5,0.4,2,4,0.5,0,1,0,0,0,,0,0,0
15960,Malcolm Delaney,27-250,G,11/16/16,ATL,,MIL,W,0,17,2,5,0.4,2,4,0.5,0,1,0,0,0,,0,4,4
15961,Malcolm Delaney,27-296,G,1/1/17,ATL,,SAS,W,0,20,2,5,0.4,2,5,0.4,0,0,,0,0,,0,4,4
15962,Malcolm Delaney,27-313,G,1/18/17,ATL,@,DET,L,0,14,1,5,0.2,0,3,0,1,2,0.5,1,2,0.5,0,3,3
15963,Malcolm Delaney,27-327,G,2/1/17,ATL,@,MIA,L,0,11,1,4,0.25,1,3,0.333,0,1,0,2,2,1,0,0,0
15964,Malcolm Delaney,27-230,G,10/27/16,ATL,,WAS,W,0,20,2,7,0.286,2,6,0.333,0,1,0,0,0,,0,1,1
15965,Malcolm Delaney,27-261,G,11/27/16,ATL,@,LAL,L,0,12,2,4,0.5,2,4,0.5,0,0,,0,0,,0,2,2
15966,Malcolm Delaney,27-273,G,12/9/16,ATL,@,MIL,W,0,18,2,7,0.286,2,5,0.4,0,2,0,0,1,0,0,6,6
15967,Malcolm Delaney,27-292,G,12/28/16,ATL,,NYK,W,0,10,2,4,0.5,2,3,0.667,0,1,0,0,1,0,0,0,0
15968,Malcolm Delaney,27-324,G,1/29/17,ATL,,NYK,W,0,22,1,6,0.167,1,5,0.2,0,1,0,2,2,1,0,2,2
15969,Malcolm Delaney,27-271,G,12/7/16,ATL,,MIA,W,0,17,2,6,0.333,2,5,0.4,0,1,0,0,0,,0,2,2
15970,Malcolm Delaney,27-322,G,1/27/17,ATL,,WAS,L,0,23,1,6,0.167,1,3,0.333,0,3,0,2,4,0.5,0,2,2
15971,Malcolm Delaney,27-242,G,11/8/16,ATL,@,CLE,W,0,14,2,3,0.667,2,3,0.667,0,0,,0,0,,0,4,4
15972,Matthew Dellavedova,26-065,G,11/12/16,MIL,,MEM,W,1,26,2,4,0.5,2,3,0.667,0,1,0,0,0,,1,1,2
15973,Matthew Dellavedova,26-124,G,1/10/17,MIL,@,SAS,W,0,23,2,5,0.4,2,4,0.5,0,1,0,0,0,,1,1,2
15974,Matthew Dellavedova,26-172,G,2/27/17,MIL,@,CLE,L,1,32,2,10,0.2,2,5,0.4,0,5,0,0,0,,0,3,3
15975,Matthew Dellavedova,26-148,G,2/3/17,MIL,@,DEN,L,1,31,2,5,0.4,2,4,0.5,0,1,0,0,0,,2,2,4
15976,Luol Deng,31-225,F,11/27/16,LAL,,ATL,W,1,19,2,5,0.4,2,3,0.667,0,2,0,0,0,,0,4,4
15977,Luol Deng,31-223,F,11/25/16,LAL,,GSW,L,1,22,2,9,0.222,2,7,0.286,0,2,0,0,0,,1,3,4
15978,Luol Deng,31-304,F,2/14/17,LAL,,SAC,L,0,21,2,5,0.4,2,4,0.5,0,1,0,0,0,,1,2,3
15979,Luol Deng,31-284,F,1/25/17,LAL,@,POR,L,1,26,2,7,0.286,2,3,0.667,0,4,0,0,0,,0,4,4
15980,Cheick Diallo,20-089,F,12/11/16,NOP,@,PHO,W,0,9,1,3,0.333,1,3,0.333,0,0,,2,2,1,2,2,4
15981,Boris Diaw,34-303,F-C,2/13/17,UTA,,LAC,L,0,18,2,3,0.667,2,3,0.667,0,0,,0,2,0,0,3,3
15982,Boris Diaw,34-323,F-C,3/5/17,UTA,@,SAC,W,0,26,2,4,0.5,2,3,0.667,0,1,0,0,0,,0,1,1
15983,Boris Diaw,34-249,F-C,12/21/16,UTA,,SAC,L,1,24,2,3,0.667,2,3,0.667,0,0,,0,0,,1,2,3
15984,Boris Diaw,34-299,F-C,2/9/17,UTA,@,DAL,L,0,14,2,2,1,2,2,1,0,0,,0,0,,0,1,1
15985,Boris Diaw,34-336,F-C,3/18/17,UTA,@,CHI,L,0,16,2,6,0.333,2,5,0.4,0,1,0,0,0,,2,1,3
15986,Boris Diaw,34-334,F-C,3/16/17,UTA,@,CLE,L,0,17,2,3,0.667,2,2,1,0,1,0,0,2,0,1,0,1
15987,Boris Diaw,34-231,F-C,12/3/16,UTA,,DEN,W,1,23,2,5,0.4,2,4,0.5,0,1,0,0,0,,1,5,6
15988,Boris Diaw,34-279,F-C,1/20/17,UTA,@,DAL,W,0,17,2,2,1,2,2,1,0,0,,0,0,,0,2,2
15989,Boris Diaw,34-296,F-C,2/6/17,UTA,@,ATL,W,0,20,2,4,0.5,2,3,0.667,0,1,0,0,0,,0,1,1
15990,Boris Diaw,34-227,F-C,11/29/16,UTA,,HOU,W,1,13,2,2,1,2,2,1,0,0,,0,0,,0,2,2
15991,Boris Diaw,34-244,F-C,12/16/16,UTA,,DAL,W,1,18,2,2,1,2,2,1,0,0,,0,0,,1,1,2
15992,Boris Diaw,34-329,F-C,3/11/17,UTA,@,OKC,L,0,11,2,2,1,2,2,1,0,0,,0,0,,0,2,2
15993,Boris Diaw,34-326,F-C,3/8/17,UTA,@,HOU,W,0,14,2,4,0.5,2,4,0.5,0,0,,0,0,,3,1,4
15994,Gorgui Dieng,26-361,C,1/13/17,MIN,,OKC,W,1,33,1,10,0.1,1,9,0.111,0,1,0,2,2,1,0,3,3
15995,Gorgui Dieng,27-004,C,1/22/17,MIN,,DEN,W,1,17,2,3,0.667,2,3,0.667,0,0,,0,0,,0,1,1
15996,Gorgui Dieng,26-334,C,12/17/16,MIN,,HOU,L,1,33,2,3,0.667,2,3,0.667,0,0,,0,0,,1,5,6
15997,Gorgui Dieng,27-037,C,2/24/17,MIN,,DAL,W,1,32,1,4,0.25,1,4,0.25,0,0,,2,2,1,2,1,3
15998,Spencer Dinwiddie,23-248,G,12/10/16,BRK,@,SAS,L,0,10,2,3,0.667,2,3,0.667,0,0,,0,0,,0,1,1
15999,Spencer Dinwiddie,23-268,G,12/30/16,BRK,@,WAS,L,0,23,2,2,1,2,2,1,0,0,,0,0,,0,0,0
16000,Spencer Dinwiddie,23-279,G,1/10/17,BRK,,ATL,L,0,22,1,5,0.2,1,5,0.2,0,0,,2,2,1,2,5,7
16001,Spencer Dinwiddie,23-345,G,3/17/17,BRK,,BOS,L,0,29,1,5,0.2,1,3,0.333,0,2,0,2,2,1,1,2,3
16002,Toney Douglas,30-272,G,12/13/16,MEM,@,CLE,L,0,15,2,7,0.286,2,5,0.4,0,2,0,0,0,,0,2,2
16003,Toney Douglas,30-269,G,12/10/16,MEM,,GSW,W,0,23,2,9,0.222,2,7,0.286,0,2,0,0,0,,1,2,3
16004,Toney Douglas,30-352,G,3/3/17,MEM,@,DAL,L,0,20,1,2,0.5,1,1,1,0,1,0,2,2,1,0,2,2
16005,Toney Douglas,30-349,G,2/28/17,MEM,,PHO,W,0,22,2,5,0.4,2,4,0.5,0,1,0,0,0,,0,5,5
16006,Toney Douglas,30-360,G,3/11/17,MEM,,ATL,L,0,6,2,3,0.667,2,3,0.667,0,0,,0,0,,1,0,1
16007,Jared Dudley,31-108,F-G,10/26/16,PHO,,SAC,L,1,26,2,4,0.5,2,4,0.5,0,0,,0,2,0,0,2,2
16008,Jared Dudley,31-138,F-G,11/25/16,PHO,,MIN,L,0,20,2,5,0.4,2,3,0.667,0,2,0,0,0,,2,4,6
16009,Jared Dudley,31-166,F-G,12/23/16,PHO,,PHI,W,0,13,2,4,0.5,2,3,0.667,0,1,0,0,0,,0,1,1
