,PLAYER,POS,DATE,MP,PTS,GMSC
3944,Omri Casspi,SF,11/30/15,33,10,7.6
4137,Omri Casspi,SF,2/5/16,28,7,5.4
4165,Omri Casspi,SF,12/18/15,35,11,6.7
4534,Omri Casspi,SF,1/2/16,29,13,12.4
4758,Omri Casspi,SF,3/20/16,19,15,11
4805,Omri Casspi,SF,3/5/16,21,6,2.7
4843,Omri Casspi,SF,2/3/16,24,10,10.9
4925,Omri Casspi,SF,10/28/15,20,5,3.6
5401,Omri Casspi,SF,4/1/16,8,2,-0.2
5695,Omri Casspi,SF,10/30/15,22,12,11.4
6308,Omri Casspi,SF,11/23/15,27,6,2.7
6897,Omri Casspi,SF,12/10/15,40,11,7.7
6955,Omri Casspi,SF,11/25/15,31,19,19.7
8086,Omri Casspi,SF,12/27/15,37,14,13.9
8148,Omri Casspi,SF,11/21/15,32,11,10
8177,Omri Casspi,SF,11/18/15,22,8,3.8
8217,Omri Casspi,SF,11/4/15,20,8,5.4
8810,Omri Casspi,SF,11/15/15,26,14,12.7
9480,Omri Casspi,SF,3/13/16,26,20,15.3
9848,Omri Casspi,SF,12/20/15,34,15,14
11055,Omri Casspi,SF,1/30/16,27,17,12.4
11918,Omri Casspi,SF,12/8/15,41,19,13.8
12491,Omri Casspi,SF,11/11/15,28,9,8.9
13689,Omri Casspi,SF,11/13/15,21,5,0.1
15479,Omri Casspi,SF,11/19/15,39,16,7
15561,Omri Casspi,SF,11/9/15,24,16,12.7
18036,Omri Casspi,SF,1/14/16,26,10,6.7
21197,Omri Casspi,SF,11/3/15,23,4,0.2
,Omri Casspi Var,,,,28.06692242,
115,Orlando Johnson,,3/14/16,22,5,4.3
726,Orlando Johnson,,3/16/16,2,0,-1.1
1302,Orlando Johnson,PG,2/10/16,28,9,5.2
5523,Orlando Johnson,PG,3/12/16,5,0,0
7809,Orlando Johnson,PG,3/9/16,21,5,-1
13869,Orlando Johnson,PG,3/11/16,5,0,-2.9
25597,Orlando Johnson,PG,2/6/16,19,7,4.8
,Orlando Johnson Var,,,,13.9047619,
284,Otto Porter,SF,2/3/16,32,9,10.1
389,Otto Porter,SF,3/29/16,34,11,10.3
652,Otto Porter,SF,2/1/16,21,13,9.3
1437,Otto Porter,SF,3/2/16,18,5,1.6
1477,Otto Porter,SF,1/30/16,12,9,5.6
1695,Otto Porter,SF,3/30/16,28,20,17
1716,Otto Porter,SF,3/25/16,45,14,12.2
2001,Otto Porter,SF,2/26/16,29,9,9.8
2024,Otto Porter,SF,2/23/16,26,6,8.1
2647,Otto Porter,SF,11/10/15,28,14,11
2968,Otto Porter,SF,2/29/16,26,10,6.4
3248,Otto Porter,SF,12/4/15,36,13,7.7
3689,Otto Porter,SF,3/17/16,33,12,13.6
3752,Otto Porter,SF,2/11/16,38,14,8.4
3776,Otto Porter,SF,2/5/16,25,5,3.2
3845,Otto Porter,SF,1/25/16,30,15,11.1
3924,Otto Porter,SF,12/9/15,29,13,8.6
3976,Otto Porter,SF,4/11/16,18,10,7.1
4002,Otto Porter,SF,3/27/16,32,14,10.5
4043,Otto Porter,SF,3/16/16,36,14,13.4
4076,Otto Porter,SF,3/8/16,30,7,6.2
4238,Otto Porter,SF,4/1/16,34,11,10
4312,Otto Porter,SF,3/12/16,33,23,17.7
5584,Otto Porter,SF,1/28/16,15,2,0.7
5794,Otto Porter,SF,3/4/16,28,4,0.3
5863,Otto Porter,SF,2/24/16,17,2,0.9
5980,Otto Porter,SF,12/11/15,34,15,13
6196,Otto Porter,SF,2/6/16,39,20,18.7
6429,Otto Porter,SF,4/13/16,22,5,5.8
6611,Otto Porter,SF,3/14/16,32,11,10.6
6993,Otto Porter,SF,11/25/15,27,3,-0.8
7123,Otto Porter,SF,11/6/15,24,9,5.8
7354,Otto Porter,SF,2/19/16,31,11,10.2
7612,Otto Porter,SF,4/6/16,29,15,14.6
7697,Otto Porter,SF,3/21/16,36,16,16.5
8127,Otto Porter,SF,11/27/15,22,6,3.3
9083,Otto Porter,SF,1/11/16,32,14,12.3
9239,Otto Porter,SF,12/6/15,36,15,11
9438,Otto Porter,SF,3/23/16,34,11,6
9648,Otto Porter,SF,2/9/16,28,13,12.6
9745,Otto Porter,SF,1/13/16,21,10,2.3
9920,Otto Porter,SF,11/24/15,25,7,6.4
10245,Otto Porter,SF,3/5/16,20,6,3.5
10522,Otto Porter,SF,12/28/15,33,21,20.2
10761,Otto Porter,SF,4/3/16,32,14,11.4
10834,Otto Porter,SF,3/19/16,30,15,9.4
11261,Otto Porter,SF,11/21/15,31,17,13.8
11737,Otto Porter,SF,1/26/16,36,15,16.4
12344,Otto Porter,SF,12/26/15,19,7,5.4
12531,Otto Porter,SF,10/31/15,35,16,13.7
12580,Otto Porter,SF,4/10/16,22,10,7.6
12710,Otto Porter,SF,2/28/16,27,21,18.4
12975,Otto Porter,SF,12/12/15,39,28,24.4
13001,Otto Porter,SF,12/1/15,42,6,2.6
14218,Otto Porter,SF,12/2/15,30,7,1.9
14602,Otto Porter,SF,12/30/15,36,20,14.3
14744,Otto Porter,SF,11/14/15,36,9,9.8
15227,Otto Porter,SF,1/8/16,36,16,15.5
15243,Otto Porter,SF,1/1/16,39,20,19.1
15656,Otto Porter,SF,4/8/16,31,3,4.5
16390,Otto Porter,SF,1/6/16,33,12,13.1
16641,Otto Porter,SF,10/28/15,37,7,8.5
17167,Otto Porter,SF,11/28/15,39,13,8.5
17236,Otto Porter,SF,11/7/15,39,23,19
17444,Otto Porter,SF,2/20/16,32,7,6
17780,Otto Porter,SF,12/14/15,27,2,1.1
17946,Otto Porter,SF,11/4/15,38,19,16.9
18783,Otto Porter,SF,10/30/15,31,6,3.7
18996,Otto Porter,SF,1/9/16,35,16,16.3
20312,Otto Porter,SF,12/16/15,23,2,1.7
20495,Otto Porter,SF,11/17/15,30,19,17.6
20958,Otto Porter,SF,1/3/16,31,6,6.6
21056,Otto Porter,SF,12/7/15,36,13,12.4
21649,Otto Porter,SF,3/11/16,30,6,1.8
21691,Otto Porter,SF,2/18/16,32,9,9
,Otto Porter Var,,,,32.83495495,
2945,P.J. Hairston,SF,3/2/16,23,6,1.4
3576,P.J. Hairston,SF,4/9/16,16,7,5.8
3858,P.J. Hairston,SF,1/25/16,33,5,1.9
4447,P.J. Hairston,SF,2/26/16,30,21,12.7
4523,P.J. Hairston,SF,1/4/16,20,7,2.4
4678,P.J. Hairston,SF,4/13/16,17,5,2.1
6126,P.J. Hairston,SF,3/9/16,25,2,-0.5
6309,P.J. Hairston,SF,11/23/15,19,5,3.7
6809,P.J. Hairston,SF,1/2/16,21,10,7.4
6988,P.J. Hairston,SF,11/25/15,16,5,2.7
8464,P.J. Hairston,SF,2/27/16,24,4,1.4
9279,P.J. Hairston,SF,12/2/15,5,0,1.4
9468,P.J. Hairston,SF,3/14/16,18,6,0.8
9588,P.J. Hairston,SF,2/24/16,23,17,14.9
9837,P.J. Hairston,SF,12/21/15,20,7,0.2
10364,P.J. Hairston,SF,1/29/16,14,0,-1.1
10424,P.J. Hairston,SF,1/20/16,22,11,5.7
11146,P.J. Hairston,SF,1/13/16,26,5,-1.1
11630,P.J. Hairston,SF,2/19/16,7,2,-1.1
12365,P.J. Hairston,SF,12/19/15,19,10,10
12481,P.J. Hairston,SF,11/15/15,9,2,2.7
12688,P.J. Hairston,SF,3/6/16,19,2,-3.2
13544,P.J. Hairston,SF,12/23/15,13,5,3.8
13863,P.J. Hairston,SF,3/11/16,24,8,2.5
13876,P.J. Hairston,SF,2/29/16,32,14,11.1
14525,P.J. Hairston,SF,1/6/16,35,11,7.4
15221,P.J. Hairston,SF,1/9/16,21,2,1.1
15278,P.J. Hairston,SF,12/28/15,19,13,5.7
15467,P.J. Hairston,SF,11/27/15,19,2,-0.4
15805,P.J. Hairston,SF,2/3/16,11,3,0.6
15951,P.J. Hairston,SF,12/12/15,22,6,3.8
16268,P.J. Hairston,SF,2/21/16,16,2,-4
16604,P.J. Hairston,SF,11/10/15,8,4,1.8
16875,P.J. Hairston,SF,1/15/16,27,7,3.8
17007,P.J. Hairston,SF,12/30/15,22,5,0.5
17147,P.J. Hairston,SF,11/29/15,15,3,1.6
17540,P.J. Hairston,SF,2/10/16,2,0,0
17571,P.J. Hairston,SF,1/31/16,20,9,6.8
17931,P.J. Hairston,SF,11/5/15,22,4,1.6
18181,P.J. Hairston,SF,11/11/15,26,5,2
18356,P.J. Hairston,SF,3/7/16,35,9,2.9
18405,P.J. Hairston,SF,1/23/16,34,20,16.5
19159,P.J. Hairston,SF,4/12/16,24,6,0.8
19704,P.J. Hairston,SF,11/13/15,15,6,3.1
19902,P.J. Hairston,SF,1/10/16,18,7,2.6
20160,P.J. Hairston,SF,1/16/16,27,11,6.4
20301,P.J. Hairston,SF,12/16/15,22,14,7.9
20773,P.J. Hairston,SF,12/7/15,16,6,2.2
21283,P.J. Hairston,SF,1/22/16,18,7,7.9
21391,P.J. Hairston,SF,1/1/16,21,2,1.1
22238,P.J. Hairston,SF,12/5/15,19,0,-2.1
22309,P.J. Hairston,PG,11/1/15,23,7,3.1
22868,P.J. Hairston,SF,2/5/16,13,0,-1.9
23056,P.J. Hairston,SF,10/28/15,18,3,0.9
23172,P.J. Hairston,SF,12/17/15,34,14,7
23266,P.J. Hairston,SF,10/30/15,17,3,0.5
23340,P.J. Hairston,SF,3/12/16,20,9,5.1
23642,P.J. Hairston,SF,11/7/15,17,4,0
23662,P.J. Hairston,SF,11/3/15,20,10,8
23835,P.J. Hairston,SF,12/11/15,18,2,1
23953,P.J. Hairston,SF,4/8/16,6,2,0.9
23994,P.J. Hairston,SF,3/4/16,17,2,-1.7
24039,P.J. Hairston,SF,1/27/16,28,4,0
24074,P.J. Hairston,SF,12/26/15,18,14,12.9
24544,P.J. Hairston,SF,12/9/15,16,6,4.9
25834,P.J. Hairston,SF,1/18/16,19,0,0.3
,P.J. Hairston Var,,,,22.47738928,
174,P.J. Tucker,SF,3/12/16,27,6,4.1
594,P.J. Tucker,SF,3/25/16,27,4,4.7
727,P.J. Tucker,SF,3/14/16,40,23,23.5
1308,P.J. Tucker,SF,2/10/16,46,8,2.1
1352,P.J. Tucker,SF,3/28/16,28,6,4.3
1505,P.J. Tucker,SF,12/16/15,19,0,-0.8
1656,P.J. Tucker,SF,4/11/16,34,15,17.9
2042,P.J. Tucker,SF,2/4/16,31,13,11.1
2325,P.J. Tucker,SF,3/4/16,32,7,6.6
2466,P.J. Tucker,SF,11/27/15,16,2,-1.2
2539,P.J. Tucker,SF,3/26/16,38,9,11.2
2863,P.J. Tucker,SF,3/10/16,19,1,-0.8
3247,P.J. Tucker,SF,12/4/15,37,9,7.4
3594,P.J. Tucker,SF,3/23/16,43,6,10.4
3668,P.J. Tucker,SF,3/18/16,33,13,8.2
3731,P.J. Tucker,SF,2/19/16,34,9,7.3
4111,P.J. Tucker,SF,2/8/16,46,16,16.5
4168,P.J. Tucker,SF,12/18/15,24,6,6.5
4233,P.J. Tucker,SF,4/1/16,36,18,14.9
4537,P.J. Tucker,SF,1/2/16,28,5,7.6
4706,P.J. Tucker,SF,4/7/16,37,24,20.6
5164,P.J. Tucker,SF,2/22/16,21,2,-1.9
5211,P.J. Tucker,SF,12/31/15,42,22,21.6
5307,P.J. Tucker,SF,11/8/15,21,3,1.8
5661,P.J. Tucker,SF,11/25/15,25,4,1.3
6323,P.J. Tucker,SF,11/22/15,40,12,9.6
6487,P.J. Tucker,SF,3/30/16,39,20,22.3
6753,P.J. Tucker,SF,1/27/16,35,13,12.5
6877,P.J. Tucker,SF,12/11/15,22,2,4.6
7302,P.J. Tucker,SF,3/1/16,34,3,2.9
7488,P.J. Tucker,SF,1/3/16,32,5,4.7
7548,P.J. Tucker,SF,12/13/15,34,3,2.5
7594,P.J. Tucker,SF,4/9/16,28,7,10.7
7865,P.J. Tucker,SF,3/3/16,31,10,8.8
8038,P.J. Tucker,SF,1/15/16,27,7,6.8
8218,P.J. Tucker,SF,11/4/15,21,10,7.2
8448,P.J. Tucker,SF,2/27/16,43,17,18.9
8475,P.J. Tucker,SF,2/25/16,31,7,9.3
9224,P.J. Tucker,SF,12/14/15,24,6,5.2
9292,P.J. Tucker,SF,12/1/15,31,9,8.4
9334,P.J. Tucker,SF,11/2/15,27,6,7.5
9702,P.J. Tucker,SF,1/19/16,45,12,11.6
9812,P.J. Tucker,SF,12/23/15,28,8,8.8
10226,P.J. Tucker,SF,3/9/16,30,4,1.3
11205,P.J. Tucker,SF,12/9/15,32,11,10.2
11302,P.J. Tucker,SF,11/20/15,25,6,4.4
11437,P.J. Tucker,SF,4/5/16,32,0,-4.4
11812,P.J. Tucker,SF,1/17/16,29,4,4.3
11965,P.J. Tucker,SF,11/12/15,31,7,8.1
12027,P.J. Tucker,SF,4/13/16,30,14,11.7
12678,P.J. Tucker,SF,3/6/16,31,6,3.9
12933,P.J. Tucker,SF,1/12/16,35,5,6.9
12957,P.J. Tucker,SF,12/26/15,38,10,10.4
13090,P.J. Tucker,SF,11/16/15,24,11,10.7
13352,P.J. Tucker,SF,1/26/16,33,7,6.6
13659,P.J. Tucker,SF,11/14/15,24,4,4.5
13734,P.J. Tucker,SF,10/30/15,24,4,1.7
13947,P.J. Tucker,SF,2/21/16,30,7,5.4
13976,P.J. Tucker,SF,1/23/16,39,16,11.8
14324,P.J. Tucker,SF,10/31/15,31,4,4.2
14520,P.J. Tucker,SF,1/6/16,31,10,10.1
14623,P.J. Tucker,SF,12/20/15,25,12,12.7
14656,P.J. Tucker,SF,12/7/15,18,0,-2.8
14670,P.J. Tucker,SF,12/2/15,39,3,3.1
14804,P.J. Tucker,SF,10/28/15,9,2,-0.6
15122,P.J. Tucker,SF,1/29/16,35,9,11.4
15447,P.J. Tucker,SF,11/29/15,22,5,2.3
15496,P.J. Tucker,SF,11/18/15,34,20,15.6
15726,P.J. Tucker,SF,3/21/16,37,15,15.3
15987,P.J. Tucker,SF,12/6/15,27,6,6
18389,P.J. Tucker,SF,2/2/16,39,10,9.5
18467,P.J. Tucker,SF,1/21/16,6,0,0.3
19422,P.J. Tucker,SF,12/28/15,38,14,12.1
19716,P.J. Tucker,SF,11/6/15,34,5,7.4
19806,P.J. Tucker,SF,3/17/16,33,7,6.5
19878,P.J. Tucker,SF,1/31/16,42,2,-1.1
19936,P.J. Tucker,SF,12/30/15,25,5,8
20270,P.J. Tucker,SF,12/21/15,25,0,-1.1
20701,P.J. Tucker,SF,1/8/16,41,5,6.5
21112,P.J. Tucker,SF,11/23/15,30,0,-2.6
23312,P.J. Tucker,SF,4/3/16,38,14,11.8
25599,P.J. Tucker,SF,2/6/16,38,0,-1.8
,P.J. Tucker Var,,,,32.61487504,
217,Pablo Prigioni,PG,2/20/16,10,6,5.9
702,Pablo Prigioni,PG,3/23/16,3,3,2
1545,Pablo Prigioni,PG,2/26/16,11,0,0.5
1648,Pablo Prigioni,PG,1/16/16,16,5,6.8
1806,Pablo Prigioni,PG,3/2/16,8,3,2
2796,Pablo Prigioni,PG,3/24/16,9,0,0.9
2884,Pablo Prigioni,PG,3/9/16,11,0,1.4
3718,Pablo Prigioni,PG,2/24/16,10,0,-2.1
4414,Pablo Prigioni,PG,2/29/16,12,2,2.4
4564,Pablo Prigioni,PG,12/19/15,6,6,5.5
4748,Pablo Prigioni,PG,3/30/16,17,0,-1.4
4912,Pablo Prigioni,PG,10/29/15,7,0,-2.8
5158,Pablo Prigioni,PG,2/22/16,21,6,6.2
5187,Pablo Prigioni,PG,2/10/16,5,0,1.4
5332,Pablo Prigioni,PG,11/7/15,16,0,-1.9
6038,Pablo Prigioni,PG,11/11/15,0,0,0
6746,Pablo Prigioni,PG,2/3/16,12,2,0.9
6850,Pablo Prigioni,PG,12/21/15,12,2,4.1
7428,Pablo Prigioni,PG,1/18/16,10,0,-2.4
7727,Pablo Prigioni,PG,3/20/16,12,9,6.8
8329,Pablo Prigioni,PG,3/31/16,20,0,4.2
8349,Pablo Prigioni,PG,3/27/16,10,3,6.8
8438,Pablo Prigioni,PG,3/7/16,16,3,3.6
8882,Pablo Prigioni,PG,4/5/16,8,2,2.7
8898,Pablo Prigioni,PG,3/28/16,13,3,7
9145,Pablo Prigioni,PG,12/31/15,15,5,3.7
9508,Pablo Prigioni,PG,3/13/16,16,0,-0.4
9675,Pablo Prigioni,PG,2/8/16,13,0,0.8
9795,Pablo Prigioni,PG,12/25/15,13,3,5.3
10385,Pablo Prigioni,PG,1/26/16,13,2,2.7
10395,Pablo Prigioni,PG,1/22/16,19,7,13.8
10536,Pablo Prigioni,PG,12/28/15,21,2,2.2
11106,Pablo Prigioni,PG,1/24/16,8,0,-1.4
11732,Pablo Prigioni,PG,1/27/16,15,0,1.2
11964,Pablo Prigioni,PG,11/12/15,23,6,6.5
12024,Pablo Prigioni,PG,4/13/16,39,8,4.8
12330,Pablo Prigioni,PG,1/6/16,12,0,0.5
12666,Pablo Prigioni,PG,3/11/16,7,0,1.7
13320,Pablo Prigioni,PG,2/5/16,11,2,1.7
14046,Pablo Prigioni,PG,1/10/16,13,3,4.8
14492,Pablo Prigioni,PG,1/29/16,17,0,-1.4
14588,Pablo Prigioni,PG,1/2/16,22,2,2.3
14858,Pablo Prigioni,PG,4/6/16,24,4,1.5
15090,Pablo Prigioni,PG,1/31/16,12,3,3.2
15220,Pablo Prigioni,PG,1/9/16,17,0,2.9
15842,Pablo Prigioni,PG,1/21/16,13,3,3.6
16501,Pablo Prigioni,PG,12/2/15,13,4,3.9
17010,Pablo Prigioni,PG,12/30/15,18,5,5
17372,Pablo Prigioni,PG,3/15/16,13,3,2.7
17408,Pablo Prigioni,PG,3/5/16,11,6,4
19147,Pablo Prigioni,PG,4/12/16,19,5,10.9
19795,Pablo Prigioni,PG,3/19/16,1,0,-0.4
20380,Pablo Prigioni,PG,12/5/15,19,0,2.7
20658,Pablo Prigioni,PG,1/13/16,15,2,10.3
21469,Pablo Prigioni,PG,11/14/15,11,0,-0.7
22390,Pablo Prigioni,PG,2/7/16,14,2,2.6
22845,Pablo Prigioni,PG,4/10/16,9,0,0.2
24522,Pablo Prigioni,PG,12/26/15,12,0,2
25909,Pablo Prigioni,PG,4/8/16,42,13,12.3
,Pablo Prigioni Var,,,,7.735242548,
196,Pat Connaughton,SF,3/11/16,12,7,6.8
274,Pat Connaughton,SF,4/3/16,3,0,0.3
430,Pat Connaughton,SF,2/19/16,4,0,-1.1
974,Pat Connaughton,SF,3/28/16,5,0,-2.4
1103,Pat Connaughton,SF,3/2/16,8,7,3.6
2113,Pat Connaughton,SF,4/13/16,29,3,1.7
2274,Pat Connaughton,SF,3/14/16,8,3,2
2719,Pat Connaughton,SF,3/12/16,8,4,6.1
2798,Pat Connaughton,SF,3/24/16,0,0,0
3076,Pat Connaughton,SF,2/10/16,1,0,-0.7
3304,Pat Connaughton,SF,4/6/16,0,0,0
3451,Pat Connaughton,SF,1/26/16,3,0,-0.7
3491,Pat Connaughton,SG,1/8/16,5,2,2.6
7321,Pat Connaughton,SF,3/1/16,3,0,-0.1
7650,Pat Connaughton,SF,4/2/16,2,0,-0.7
8014,Pat Connaughton,SG,1/23/16,4,2,2
8675,Pat Connaughton,SG,1/18/16,2,0,-0.7
9537,Pat Connaughton,SF,3/6/16,3,0,-0.7
9905,Pat Connaughton,SG,12/16/15,4,0,-1.4
10459,Pat Connaughton,SG,1/16/16,6,0,-1.1
12248,Pat Connaughton,SF,2/2/16,2,0,0.7
12441,Pat Connaughton,SG,11/30/15,2,0,0
12485,Pat Connaughton,SG,11/15/15,1,0,0
12924,Pat Connaughton,SG,1/15/16,1,0,0.3
13149,Pat Connaughton,SG,11/11/15,1,0,0
13739,Pat Connaughton,SG,10/30/15,3,5,4
15328,Pat Connaughton,SG,12/23/15,6,0,-0.7
17191,Pat Connaughton,SG,11/28/15,1,0,0
22131,Pat Connaughton,SG,1/4/16,1,0,-1
22591,Pat Connaughton,SG,12/26/15,6,0,-0.8
22657,Pat Connaughton,SG,12/21/15,1,0,-0.4
23759,Pat Connaughton,SG,1/13/16,3,0,-0.4
24682,Pat Connaughton,SG,11/5/15,4,0,-1.7
25535,Pat Connaughton,SG,12/31/15,3,3,2
,Pat Connaughton Var,,,,4.117647059,
147,Patrick Beverley,PG,2/9/16,32,7,8.2
369,Patrick Beverley,PG,3/22/16,33,16,10.3
480,Patrick Beverley,PG,3/11/16,39,8,6.6
516,Patrick Beverley,PG,3/18/16,36,18,19
752,Patrick Beverley,PG,1/29/16,29,9,8.7
812,Patrick Beverley,PG,3/2/16,35,15,10.9
895,Patrick Beverley,PG,12/15/15,35,14,9
920,Patrick Beverley,PG,4/3/16,26,12,6.5
979,Patrick Beverley,PG,3/9/16,32,16,13.5
1191,Patrick Beverley,PG,4/13/16,33,9,19.5
1466,Patrick Beverley,PG,1/30/16,35,15,15.2
1555,Patrick Beverley,PG,2/25/16,24,14,14.2
1889,Patrick Beverley,PG,2/6/16,28,4,-4.1
2047,Patrick Beverley,PG,2/4/16,26,6,10.7
2091,Patrick Beverley,PG,11/2/15,21,6,3.7
2124,Patrick Beverley,PG,4/11/16,35,11,12.8
2170,Patrick Beverley,PG,3/31/16,37,22,21.7
2241,Patrick Beverley,PG,3/16/16,26,7,8.2
2287,Patrick Beverley,PG,12/5/15,30,14,13.5
2365,Patrick Beverley,PG,1/25/16,35,11,12.1
2485,Patrick Beverley,PG,10/30/15,21,4,0.6
2559,Patrick Beverley,PG,3/5/16,31,10,11.2
2813,Patrick Beverley,PG,3/19/16,39,4,1.5
2841,Patrick Beverley,PG,3/12/16,29,0,-3.8
2966,Patrick Beverley,PG,2/29/16,38,13,5.9
3066,Patrick Beverley,PG,2/10/16,32,7,2.4
3211,Patrick Beverley,PG,12/17/15,29,13,9.1
3353,Patrick Beverley,PG,3/6/16,41,7,6.7
3547,Patrick Beverley,PG,12/2/15,26,10,9.4
3728,Patrick Beverley,PG,2/19/16,28,18,17.7
3923,Patrick Beverley,PG,12/9/15,37,14,5.8
4431,Patrick Beverley,PG,2/27/16,25,8,3.5
4560,Patrick Beverley,PG,12/19/15,31,7,0
4686,Patrick Beverley,PG,4/10/16,33,19,18.6
4712,Patrick Beverley,PG,4/7/16,29,9,8.9
5003,Patrick Beverley,PG,3/29/16,31,10,11.8
5243,Patrick Beverley,PG,12/12/15,22,7,4.8
5345,Patrick Beverley,PG,10/28/15,21,8,5
5898,Patrick Beverley,PG,2/2/16,29,14,12.9
5941,Patrick Beverley,PG,12/31/15,30,15,12.6
6002,Patrick Beverley,PG,12/4/15,28,14,11.9
6103,Patrick Beverley,PG,3/27/16,26,6,2.6
6531,Patrick Beverley,PG,3/25/16,36,17,15.7
7109,Patrick Beverley,PG,11/13/15,8,0,-2.5
7430,Patrick Beverley,PG,1/18/16,16,0,-3.3
7508,Patrick Beverley,PG,12/26/15,21,16,11
7526,Patrick Beverley,PG,12/14/15,34,14,13.4
7960,Patrick Beverley,PG,1/27/16,26,9,7.9
9162,Patrick Beverley,PG,12/29/15,21,9,5.3
9315,Patrick Beverley,PG,11/11/15,9,3,1.7
9451,Patrick Beverley,PG,3/14/16,26,10,13.4
9828,Patrick Beverley,PG,12/21/15,27,11,5.3
10045,Patrick Beverley,PG,11/4/15,12,3,1.4
10069,Patrick Beverley,PG,11/1/15,20,9,2.4
10482,Patrick Beverley,PG,1/10/16,39,16,13.8
10603,Patrick Beverley,PG,12/23/15,30,7,2.1
10675,Patrick Beverley,PG,12/8/15,28,10,8.1
10735,Patrick Beverley,PG,4/6/16,29,9,7
12867,Patrick Beverley,PG,1/24/16,31,7,7.2
13372,Patrick Beverley,PG,1/15/16,28,13,10.2
13522,Patrick Beverley,PG,12/25/15,22,3,1.1
13916,Patrick Beverley,PG,2/23/16,37,14,12.4
16925,Patrick Beverley,PG,1/2/16,31,10,11.4
18117,Patrick Beverley,PG,11/27/15,32,5,7.7
18336,Patrick Beverley,PG,3/23/16,32,5,2.2
19640,Patrick Beverley,PG,11/25/15,19,4,2.3
20195,Patrick Beverley,PG,1/4/16,23,10,7.6
20396,Patrick Beverley,PG,11/30/15,28,10,4.3
20414,Patrick Beverley,PG,11/29/15,34,7,8.6
21346,Patrick Beverley,PG,1/12/16,29,9,7.6
21363,Patrick Beverley,PG,1/7/16,27,9,11.7
,Patrick Beverley Var,,,,22.46559356,
1052,Patrick Mills,,3/19/16,21,3,0.1
1596,Patrick Mills,PG,2/24/16,19,7,6.1
4434,Patrick Mills,PG,2/27/16,21,2,-0.5
4803,Patrick Mills,PG,3/5/16,24,9,5.5
5502,Patrick Mills,PG,3/12/16,20,4,5
5932,Patrick Mills,PG,1/25/16,16,3,-2.5
7958,Patrick Mills,PG,1/27/16,15,9,5.6
8267,Patrick Mills,,4/7/16,18,7,4.3
8957,Patrick Mills,PG,3/3/16,27,9,15.5
10087,Patrick Mills,PG,10/28/15,22,9,6
10144,Patrick Mills,,3/26/16,31,10,3.4
10316,Patrick Mills,PG,2/3/16,24,8,9.3
10898,Patrick Mills,PG,3/8/16,18,7,2.5
10975,Patrick Mills,PG,2/18/16,25,9,5.5
12064,Patrick Mills,,4/10/16,21,7,4.8
12793,Patrick Mills,PG,2/6/16,22,13,6.4
13145,Patrick Mills,PG,11/11/15,18,7,6.1
13519,Patrick Mills,PG,12/25/15,19,3,4.5
13835,Patrick Mills,,3/17/16,21,17,12.6
13934,Patrick Mills,PG,2/21/16,23,21,16.1
14822,Patrick Mills,,4/12/16,16,7,4.5
15014,Patrick Mills,PG,2/10/16,31,17,20.9
15116,Patrick Mills,PG,1/30/16,21,4,-0.2
15560,Patrick Mills,PG,11/9/15,23,9,12.2
15588,Patrick Mills,PG,11/2/15,25,5,4.2
16101,Patrick Mills,PG,11/1/15,21,8,5.7
16294,Patrick Mills,PG,2/1/16,21,22,20.8
16616,Patrick Mills,PG,10/30/15,18,11,11.8
16766,Patrick Mills,PG,3/10/16,17,5,1.3
16932,Patrick Mills,PG,1/2/16,21,9,6.3
17210,Patrick Mills,PG,11/20/15,22,11,8
17357,Patrick Mills,,3/15/16,23,15,15.6
17476,Patrick Mills,PG,2/19/16,26,15,11.5
17959,Patrick Mills,PG,11/4/15,21,4,-0.2
17988,Patrick Mills,PG,3/2/16,18,7,8.7
18429,Patrick Mills,PG,1/22/16,18,15,12.6
18458,Patrick Mills,PG,1/21/16,19,8,5.2
18666,Patrick Mills,PG,11/16/15,21,4,2.6
19173,Patrick Mills,,4/8/16,23,7,5.9
19451,Patrick Mills,PG,12/21/15,20,10,8
19940,Patrick Mills,PG,12/30/15,17,7,6
20309,Patrick Mills,PG,12/16/15,19,11,8.3
20443,Patrick Mills,PG,11/25/15,17,3,0.3
20477,Patrick Mills,PG,11/18/15,25,17,13.9
20602,Patrick Mills,PG,2/5/16,15,16,12.8
21106,Patrick Mills,PG,11/23/15,28,10,6.9
21222,Patrick Mills,,3/30/16,20,6,3.6
21242,Patrick Mills,,3/23/16,15,9,8.3
21633,Patrick Mills,,3/21/16,16,2,-2.5
21719,Patrick Mills,PG,2/9/16,16,8,6.8
21751,Patrick Mills,PG,1/17/16,16,6,1.4
21769,Patrick Mills,PG,1/12/16,16,2,-0.3
21791,Patrick Mills,PG,1/8/16,16,2,3
22184,Patrick Mills,PG,12/28/15,19,11,10.5
22360,Patrick Mills,PG,3/7/16,22,17,13.3
22425,Patrick Mills,PG,1/14/16,13,6,5.3
22452,Patrick Mills,PG,1/11/16,16,2,0
22609,Patrick Mills,PG,12/23/15,20,6,0.5
22669,Patrick Mills,PG,12/18/15,24,8,3.8
22958,Patrick Mills,PG,11/27/15,21,9,5.1
23132,Patrick Mills,PG,12/26/15,23,8,6.3
23359,Patrick Mills,PG,2/25/16,17,11,8.7
23481,Patrick Mills,PG,12/11/15,22,22,20.5
